Species,Fishing.Area,Month,Weight.g,Length.cm,Width.cm,Height.cm,Age.years,Quality.Score,Season.Availability,Cost.TL,Wind.Speed.kmh,Sea.Surface.Temp.C,Active.Fishing.Days,Production.Volume.tonnes,Fishing.Ban.Flag,Price.TL
İstavrit (Horse Mackerel),Mediterranean Sea,6,356.59,24.07,2.37,2.36,6,94.38,0.35,50.74,61.64,25.8,13,2506.1,0,246.49
Lüfer (Bluefish),Mediterranean Sea,6,595.68,37.33,4.37,4.87,9,95.58,0.64,44.82,56.58,18.68,11,1508.06,0,292.51
Levrek (Sea Bass),Black Sea,5,483.07,25.07,3.92,4.13,9,94.4,0.48,54.81,59.02,9.48,11,955.51,0,262.85
İstavrit (Horse Mackerel),Black Sea,1,329.59,19.49,2.34,2.33,8,81.06,0.73,32.09,13.67,19.71,23,3480.7,0,290.0
Levrek (Sea Bass),Marmara Sea,5,648.13,32.72,5.02,5.26,1,94.82,0.72,67.91,78.93,18.97,10,645.82,0,387.79
Palamut (Bonito),Aegean Sea,6,529.06,31.0,4.32,3.53,10,100.0,0.32,61.67,63.79,19.18,10,1806.29,0,242.63
Levrek (Sea Bass),Mediterranean Sea,6,666.22,34.93,4.8,5.44,6,100.0,0.33,71.8,59.55,16.59,11,786.41,0,266.35
Levrek (Sea Bass),Aegean Sea,11,691.53,39.27,4.93,4.68,11,75.48,0.68,65.66,21.77,21.82,27,5000.0,0,267.14
Levrek (Sea Bass),Aegean Sea,5,580.12,35.13,4.73,4.27,15,90.19,0.66,59.33,47.66,17.06,16,1331.93,1,268.75
Hamsi (Anchovy),Aegean Sea,7,108.67,8.82,0.84,1.6,9,90.31,0.31,40.0,19.67,15.55,21,4156.05,0,180.0
Hamsi (Anchovy),Mediterranean Sea,8,176.11,9.23,1.89,1.52,9,87.86,0.68,31.39,5.46,25.35,28,3536.72,0,276.13
Levrek (Sea Bass),Marmara Sea,10,620.2,36.24,4.27,4.59,1,100.0,0.74,55.99,23.23,16.63,21,1919.14,0,407.3
Lüfer (Bluefish),Mediterranean Sea,10,696.19,40.98,5.94,5.36,14,87.14,0.85,68.63,58.06,21.54,12,849.53,0,381.04
Levrek (Sea Bass),Aegean Sea,6,668.73,37.6,4.59,5.83,10,93.45,0.67,65.21,16.64,15.3,22,2304.65,0,336.54
Levrek (Sea Bass),Aegean Sea,5,583.47,33.12,5.26,4.66,3,92.92,0.62,53.28,19.37,22.41,20,1855.92,1,351.2
İstavrit (Horse Mackerel),Aegean Sea,7,338.89,19.29,3.12,2.92,9,73.52,0.4,44.33,79.06,21.63,10,1111.64,0,200.97
Lüfer (Bluefish),Mediterranean Sea,9,646.33,39.15,6.49,4.81,9,96.63,0.93,72.21,7.3,22.51,25,5000.0,0,371.03
Levrek (Sea Bass),Mediterranean Sea,2,415.42,22.63,3.87,3.65,2,85.06,0.34,55.34,57.88,23.69,17,1247.05,0,290.95
Lüfer (Bluefish),Aegean Sea,2,678.07,37.42,5.92,5.2,12,85.26,0.36,60.54,37.23,14.32,19,1590.39,0,225.11
İstavrit (Horse Mackerel),Marmara Sea,5,215.51,14.28,2.15,1.46,10,92.32,0.51,31.0,27.86,15.02,20,2663.22,0,209.09
Hamsi (Anchovy),Marmara Sea,8,152.89,10.29,0.71,2.54,15,88.74,0.45,46.51,14.83,24.97,24,4958.46,0,180.0
Hamsi (Anchovy),Black Sea,12,148.5,7.7,1.35,1.54,4,91.49,0.88,25.23,42.8,11.72,15,2810.42,0,363.27
Lüfer (Bluefish),Black Sea,3,473.35,31.19,3.87,4.25,3,100.0,0.36,60.19,34.33,21.42,21,3664.06,0,310.21
Lüfer (Bluefish),Black Sea,6,457.02,26.39,3.69,3.66,8,90.14,0.53,50.97,42.51,17.34,18,1990.01,0,253.24
Kalkan (Turbot),Marmara Sea,7,649.25,38.44,5.43,5.32,4,91.17,0.54,59.47,49.31,12.41,15,2865.28,0,303.35
Levrek (Sea Bass),Marmara Sea,9,699.69,39.54,5.37,5.74,5,81.57,0.51,71.39,27.7,22.61,18,3475.34,0,350.46
Levrek (Sea Bass),Black Sea,11,570.36,31.68,4.14,5.01,1,100.0,0.57,49.1,41.01,20.89,16,2005.86,0,356.86
İstavrit (Horse Mackerel),Black Sea,2,385.01,22.12,2.89,2.65,19,92.15,0.32,38.12,49.89,12.55,15,1976.73,0,180.0
Lüfer (Bluefish),Mediterranean Sea,10,687.45,39.57,5.35,4.72,6,85.05,0.91,50.71,74.05,26.35,10,1135.23,0,440.93
Hamsi (Anchovy),Aegean Sea,7,100.21,6.04,1.16,0.66,16,87.1,0.41,30.06,25.27,14.8,23,2106.16,0,180.0
Çipura (Sea Bream),Mediterranean Sea,7,444.76,29.88,3.92,3.41,12,82.67,0.86,45.46,23.64,27.4,22,2524.41,1,372.37
İstavrit (Horse Mackerel),Marmara Sea,3,376.85,22.03,2.89,3.6,7,99.79,0.68,53.73,15.17,17.74,23,2979.12,0,303.81
İstavrit (Horse Mackerel),Aegean Sea,9,317.24,17.5,2.82,2.88,19,82.26,0.43,50.01,39.48,18.8,18,2125.42,0,180.0
Hamsi (Anchovy),Black Sea,7,178.61,11.63,1.18,1.24,5,100.0,0.44,42.84,79.59,8.86,10,1241.5,0,221.33
Çipura (Sea Bream),Marmara Sea,3,445.79,26.33,3.89,3.58,2,94.46,0.66,50.41,10.29,21.03,24,4443.33,0,327.48
İstavrit (Horse Mackerel),Black Sea,8,362.74,21.78,3.0,2.65,10,74.96,0.44,53.45,62.55,19.33,11,1637.32,0,221.51
İstavrit (Horse Mackerel),Aegean Sea,1,340.83,22.7,3.14,2.57,16,89.81,0.38,36.3,22.37,13.18,23,5000.0,0,180.0
Hamsi (Anchovy),Marmara Sea,10,118.62,8.11,1.0,0.92,4,100.0,0.56,36.93,44.06,16.59,15,2058.6,0,281.48
Levrek (Sea Bass),Marmara Sea,2,454.4,25.6,3.78,3.81,17,94.65,0.37,52.42,40.93,18.25,17,2181.0,0,180.0
Lüfer (Bluefish),Aegean Sea,12,684.05,40.02,5.3,4.76,3,96.15,0.32,51.32,66.9,21.31,10,1569.37,0,305.93
Kalkan (Turbot),Marmara Sea,12,616.29,33.01,4.1,5.53,18,81.38,0.65,47.83,75.73,12.72,10,975.71,0,300.54
Levrek (Sea Bass),Black Sea,3,576.77,32.8,4.29,4.46,3,99.72,0.66,61.71,51.31,13.28,12,1177.61,0,378.37
Çipura (Sea Bream),Mediterranean Sea,10,441.14,25.6,3.04,3.23,4,90.12,0.42,47.92,53.37,17.49,17,2004.96,0,283.35
Çipura (Sea Bream),Mediterranean Sea,9,483.05,29.16,3.82,4.33,12,94.93,0.56,43.9,54.32,20.76,13,1257.3,0,291.84
Levrek (Sea Bass),Black Sea,4,558.18,33.48,4.27,4.24,14,91.99,0.42,60.68,57.79,10.97,12,1317.05,0,202.97
Palamut (Bonito),Aegean Sea,2,762.27,43.65,5.5,6.27,8,92.66,0.47,65.24,50.28,24.74,17,2571.03,0,300.4
Çipura (Sea Bream),Black Sea,5,495.17,27.15,4.0,3.97,2,96.87,0.63,52.52,56.42,21.21,10,1679.4,0,409.8
Kalkan (Turbot),Black Sea,7,794.45,43.35,5.73,5.26,11,88.55,0.4,55.64,69.7,15.88,10,1116.08,0,240.03
Lüfer (Bluefish),Marmara Sea,2,672.54,37.58,4.94,4.99,8,99.93,0.67,70.85,50.73,16.17,11,860.54,0,384.23
Kalkan (Turbot),Black Sea,8,690.5,39.34,5.36,5.11,17,93.65,0.65,66.99,48.48,15.59,11,1509.74,0,258.38
Palamut (Bonito),Aegean Sea,2,691.52,36.53,5.12,5.58,10,96.02,0.58,74.02,33.72,13.78,18,3204.84,0,311.79
İstavrit (Horse Mackerel),Marmara Sea,11,227.12,12.87,1.86,2.26,17,88.08,0.56,34.98,32.15,16.75,16,1181.31,0,219.38
Palamut (Bonito),Marmara Sea,2,675.64,39.65,4.78,4.95,8,100.0,0.73,56.21,40.75,13.72,15,2851.27,0,344.54
Çipura (Sea Bream),Marmara Sea,4,460.62,26.55,3.51,3.58,16,84.91,0.44,44.83,55.18,13.32,12,1335.93,0,201.57
Lüfer (Bluefish),Mediterranean Sea,8,580.25,31.49,4.96,4.22,16,83.0,0.44,65.13,33.69,26.36,16,2155.63,0,198.18
Çipura (Sea Bream),Black Sea,3,448.42,25.93,3.87,3.23,10,93.4,0.72,44.51,76.23,12.37,10,1062.7,0,348.07
Levrek (Sea Bass),Aegean Sea,10,639.35,36.37,5.79,5.11,14,96.3,0.4,63.9,23.93,17.58,23,4570.31,0,238.44
İstavrit (Horse Mackerel),Black Sea,3,288.88,15.97,2.16,2.46,3,89.38,0.73,31.96,35.65,12.97,23,2795.65,0,331.27
Çipura (Sea Bream),Aegean Sea,3,414.24,23.75,3.99,3.54,2,91.09,0.37,58.9,17.79,16.21,22,1959.39,0,214.52
Levrek (Sea Bass),Black Sea,5,562.91,34.43,4.62,4.24,11,100.0,0.48,60.81,60.86,9.26,12,2359.92,0,283.35
İstavrit (Horse Mackerel),Marmara Sea,12,390.08,22.24,3.08,2.87,19,85.35,0.72,51.18,73.34,16.94,11,885.64,0,261.87
Lüfer (Bluefish),Marmara Sea,12,625.97,37.2,3.97,4.89,7,94.15,0.41,70.06,8.54,21.46,25,2138.21,0,254.1
Kalkan (Turbot),Aegean Sea,6,790.04,45.41,6.22,6.55,2,90.68,0.66,75.06,32.38,23.39,22,1820.88,0,363.68
Levrek (Sea Bass),Aegean Sea,5,546.62,31.12,4.57,3.98,13,92.42,0.43,53.27,37.41,12.12,19,2176.6,0,215.88
Hamsi (Anchovy),Aegean Sea,12,148.34,10.19,1.01,1.15,11,95.92,0.96,32.06,76.64,17.24,10,942.98,0,348.92
Levrek (Sea Bass),Aegean Sea,5,450.25,27.02,3.34,3.75,19,86.71,0.5,41.09,39.07,15.96,20,2017.59,0,235.55
Çipura (Sea Bream),Mediterranean Sea,12,569.53,33.24,4.78,4.74,3,100.0,0.66,57.98,33.99,25.97,20,3966.63,0,384.28
Lüfer (Bluefish),Black Sea,2,638.49,36.15,4.95,4.99,8,78.02,0.68,54.11,67.45,16.1,12,1112.08,0,316.72
Palamut (Bonito),Marmara Sea,9,583.38,33.55,4.72,4.52,10,88.97,0.65,67.69,31.68,13.72,19,2254.17,0,296.05
Palamut (Bonito),Mediterranean Sea,9,540.16,29.93,4.5,5.04,18,81.28,0.64,48.32,25.82,23.93,23,4918.84,0,229.3
Çipura (Sea Bream),Marmara Sea,4,396.93,23.21,3.51,2.74,19,65.39,0.45,39.12,22.73,22.12,25,3750.59,0,180.0
Kalkan (Turbot),Aegean Sea,6,758.52,44.44,5.8,6.18,10,91.92,0.61,69.96,59.27,21.41,10,1656.48,1,350.13
Lüfer (Bluefish),Marmara Sea,11,686.53,38.41,4.87,4.98,18,91.54,0.99,72.75,16.9,15.9,24,2582.36,0,416.82
Hamsi (Anchovy),Mediterranean Sea,7,176.27,8.59,1.58,0.24,1,79.58,0.43,29.43,77.76,26.25,10,802.53,0,283.55
Levrek (Sea Bass),Marmara Sea,11,484.56,28.69,3.66,3.93,13,94.15,0.34,60.49,73.65,13.66,10,644.64,0,199.49
Levrek (Sea Bass),Aegean Sea,10,567.8,34.07,4.79,4.28,4,96.44,0.69,52.52,17.4,22.47,24,2280.85,0,363.78
İstavrit (Horse Mackerel),Marmara Sea,9,331.39,19.01,2.59,3.12,10,94.97,0.56,45.87,66.21,17.44,10,939.15,0,275.27
Palamut (Bonito),Marmara Sea,2,769.33,40.56,6.18,5.85,2,98.42,0.4,67.83,53.26,22.5,18,1644.47,0,344.31
Kalkan (Turbot),Black Sea,10,691.39,40.19,5.52,4.94,17,88.79,0.45,73.4,78.59,8.58,10,1884.48,0,206.79
Palamut (Bonito),Mediterranean Sea,9,503.55,29.87,4.2,4.31,6,83.99,0.71,51.62,78.89,27.24,11,768.73,0,365.03
Hamsi (Anchovy),Marmara Sea,5,173.76,11.0,1.25,1.58,4,91.86,0.36,44.95,25.47,16.08,24,2703.83,0,227.2
Çipura (Sea Bream),Marmara Sea,10,499.84,31.13,4.56,4.32,12,88.82,0.65,52.9,41.5,22.36,16,2595.81,0,299.17
Çipura (Sea Bream),Aegean Sea,10,429.47,26.43,3.6,3.18,12,92.33,0.55,58.27,17.31,19.73,24,3396.73,0,232.13
Hamsi (Anchovy),Black Sea,11,165.97,9.94,1.57,1.36,16,100.0,0.87,31.02,19.53,9.02,27,3122.29,0,299.56
Hamsi (Anchovy),Black Sea,7,172.65,8.61,1.42,2.39,14,93.19,0.41,27.81,20.29,10.09,26,2711.22,0,180.0
Palamut (Bonito),Mediterranean Sea,2,725.78,43.97,5.65,5.5,15,99.41,0.54,60.99,12.87,27.14,25,3732.08,0,219.44
Levrek (Sea Bass),Aegean Sea,9,541.34,32.3,4.04,3.95,12,91.4,0.56,55.27,41.9,15.8,15,1542.76,0,249.94
Hamsi (Anchovy),Black Sea,1,150.33,9.7,1.4,0.64,3,90.62,0.86,24.83,43.39,9.4,15,1059.33,0,357.25
Lüfer (Bluefish),Black Sea,3,562.16,32.44,4.52,3.98,14,97.42,0.41,55.39,13.05,21.57,27,4209.27,0,212.61
Levrek (Sea Bass),Aegean Sea,6,509.26,35.56,4.3,4.67,15,95.57,0.61,45.89,49.52,21.47,16,2396.75,0,273.62
Kalkan (Turbot),Mediterranean Sea,4,717.91,41.02,5.5,6.23,13,94.47,0.68,72.9,54.4,21.66,12,866.26,0,304.25
Hamsi (Anchovy),Aegean Sea,3,163.08,9.3,0.43,0.79,18,96.18,0.45,25.77,77.8,22.67,10,1236.37,0,180.0
Palamut (Bonito),Black Sea,9,783.15,42.93,6.5,5.43,2,100.0,0.31,79.1,53.0,16.8,19,3859.51,0,302.11
Hamsi (Anchovy),Marmara Sea,3,171.99,9.77,1.43,1.41,6,67.82,0.7,28.35,53.74,19.77,12,1809.19,0,267.26
Palamut (Bonito),Marmara Sea,7,510.26,30.45,3.81,3.86,17,92.65,0.54,43.59,73.06,12.23,10,1037.32,0,253.73
Lüfer (Bluefish),Aegean Sea,6,493.37,30.94,2.95,3.89,19,86.2,0.59,45.6,23.01,15.59,19,1480.94,0,203.2
Palamut (Bonito),Aegean Sea,12,529.07,30.19,3.3,4.48,7,94.94,0.75,57.47,40.0,24.36,15,2978.5,0,371.57
İstavrit (Horse Mackerel),Mediterranean Sea,1,209.17,13.58,1.04,1.65,15,80.39,0.67,48.81,70.99,23.31,10,1717.38,0,251.94
İstavrit (Horse Mackerel),Aegean Sea,12,282.25,16.83,2.43,2.53,2,85.11,0.4,48.77,58.23,16.88,11,1086.76,0,328.58
Hamsi (Anchovy),Black Sea,7,179.47,9.32,1.5,2.03,2,100.0,0.64,39.27,38.75,8.24,14,2534.75,0,317.15
Çipura (Sea Bream),Aegean Sea,11,494.2,27.14,4.39,3.93,7,85.04,0.62,63.6,42.18,15.05,17,2801.34,0,292.35
Levrek (Sea Bass),Mediterranean Sea,3,400.7,21.18,3.2,3.01,15,88.36,0.44,39.96,31.24,22.27,20,4142.1,0,180.0
Palamut (Bonito),Mediterranean Sea,5,520.1,32.12,4.18,4.45,4,98.77,0.58,62.31,78.52,26.76,10,1409.03,0,260.12
Kalkan (Turbot),Marmara Sea,1,652.97,35.76,5.45,4.85,19,89.68,0.33,71.79,55.78,19.23,12,824.91,0,203.8
Kalkan (Turbot),Black Sea,7,722.5,42.95,5.28,5.35,11,75.84,0.61,53.57,40.51,16.4,19,3239.2,0,290.01
Çipura (Sea Bream),Black Sea,11,493.92,28.34,3.67,3.53,12,92.47,0.53,51.19,24.17,19.63,21,2187.91,0,235.56
Çipura (Sea Bream),Black Sea,9,462.39,27.36,3.99,3.83,2,93.34,0.37,47.18,56.18,16.51,10,1423.5,0,329.72
Kalkan (Turbot),Aegean Sea,1,743.56,44.71,5.67,5.45,13,100.0,0.35,72.99,14.47,15.83,27,4182.7,0,291.09
İstavrit (Horse Mackerel),Marmara Sea,7,327.33,21.19,2.55,3.25,2,100.0,0.34,51.45,6.87,19.83,25,3013.81,0,241.8
İstavrit (Horse Mackerel),Aegean Sea,11,258.95,14.0,2.04,2.33,9,87.25,0.36,37.16,15.92,23.73,28,4294.18,0,199.81
Çipura (Sea Bream),Aegean Sea,10,492.11,29.79,4.12,3.87,10,89.81,0.39,56.25,12.51,22.3,23,4687.62,0,187.73
Hamsi (Anchovy),Mediterranean Sea,4,107.75,7.9,1.1,0.68,16,78.99,0.57,40.14,16.35,23.28,25,5000.0,0,180.0
Çipura (Sea Bream),Mediterranean Sea,4,441.08,24.72,2.96,3.3,18,97.62,0.61,39.23,75.84,24.85,10,1479.48,0,180.0
Palamut (Bonito),Aegean Sea,7,640.04,36.75,4.59,4.83,19,90.99,0.67,53.02,47.6,16.88,18,3075.48,0,228.17
Çipura (Sea Bream),Marmara Sea,5,460.29,24.97,2.87,3.81,18,87.48,0.37,48.95,11.83,22.73,21,1786.14,0,180.0
Lüfer (Bluefish),Mediterranean Sea,2,636.69,37.22,5.18,4.93,16,100.0,0.63,58.95,71.76,16.45,10,1695.21,0,305.14
İstavrit (Horse Mackerel),Mediterranean Sea,10,388.64,25.41,3.44,3.48,19,94.96,0.46,51.84,65.84,17.05,13,1750.49,0,210.3
Kalkan (Turbot),Aegean Sea,10,683.75,42.33,5.52,4.85,5,98.22,0.34,61.88,18.69,22.49,22,3822.22,0,288.24
İstavrit (Horse Mackerel),Black Sea,5,228.47,16.81,2.33,2.52,7,90.16,0.5,38.74,41.42,8.23,17,2791.67,0,205.36
İstavrit (Horse Mackerel),Marmara Sea,12,242.2,12.47,1.67,2.38,2,100.0,0.54,46.43,21.81,17.84,22,4154.82,0,244.53
Hamsi (Anchovy),Aegean Sea,10,126.66,7.56,0.96,0.68,17,90.98,0.56,21.54,73.64,13.33,10,959.94,0,196.77
Hamsi (Anchovy),Marmara Sea,8,152.58,9.46,0.86,1.14,5,100.0,0.47,46.37,59.2,20.57,10,1234.79,0,272.03
Kalkan (Turbot),Black Sea,3,769.72,45.27,5.78,5.56,10,100.0,0.48,62.86,58.13,17.52,15,2668.12,0,271.31
Levrek (Sea Bass),Mediterranean Sea,6,520.9,30.97,4.18,4.04,7,95.78,0.63,52.45,21.15,27.46,24,4476.68,1,275.96
Çipura (Sea Bream),Marmara Sea,3,479.18,28.77,3.52,3.77,7,90.82,0.66,56.67,18.87,17.67,25,5000.0,0,288.55
Lüfer (Bluefish),Marmara Sea,6,456.74,26.54,3.76,3.7,1,100.0,0.47,43.12,52.89,12.21,13,1978.3,0,251.78
Levrek (Sea Bass),Marmara Sea,8,425.92,23.43,2.57,3.56,1,99.2,0.59,47.49,45.96,13.83,15,1680.35,0,279.7
Hamsi (Anchovy),Marmara Sea,1,116.53,6.93,0.93,0.34,6,90.97,0.95,33.97,42.09,19.07,14,2033.73,0,397.4
Palamut (Bonito),Aegean Sea,3,779.14,43.26,5.64,5.77,14,100.0,0.74,67.04,41.98,13.35,18,2136.01,0,350.56
Kalkan (Turbot),Mediterranean Sea,2,777.62,47.44,6.78,5.71,12,83.92,0.38,67.42,77.77,24.84,10,905.3,0,258.65
Çipura (Sea Bream),Black Sea,7,504.11,30.96,3.77,4.89,5,100.0,0.91,41.62,9.73,12.53,28,5000.0,0,405.68
Lüfer (Bluefish),Black Sea,2,540.9,30.19,4.08,4.3,14,95.11,0.32,47.76,6.03,11.57,28,5000.0,0,180.0
Lüfer (Bluefish),Mediterranean Sea,8,634.87,37.27,5.59,4.89,8,100.0,0.39,64.73,72.27,20.82,10,1331.85,1,270.53
Levrek (Sea Bass),Aegean Sea,1,490.98,27.37,3.67,3.47,9,90.77,0.54,42.74,21.28,21.72,23,3955.39,0,250.91
Hamsi (Anchovy),Marmara Sea,7,152.96,9.33,1.75,1.42,15,71.91,0.56,41.05,44.92,18.76,18,1296.12,0,196.77
Çipura (Sea Bream),Black Sea,1,528.83,30.07,4.29,4.04,2,84.74,0.38,41.76,66.85,15.56,12,1468.94,0,284.23
Lüfer (Bluefish),Black Sea,3,689.05,40.35,5.38,4.63,5,100.0,0.54,74.03,49.82,12.23,15,1872.49,0,338.73
Çipura (Sea Bream),Marmara Sea,1,475.23,30.23,3.82,3.49,18,68.64,0.72,56.83,75.06,24.2,10,1489.76,0,237.7
Hamsi (Anchovy),Black Sea,7,117.36,7.54,1.3,1.58,2,97.82,0.56,31.03,43.05,14.9,19,1995.72,0,294.01
Hamsi (Anchovy),Black Sea,2,131.88,9.21,0.63,1.04,2,82.4,0.87,38.01,11.35,16.27,26,5000.0,0,353.6
Kalkan (Turbot),Mediterranean Sea,5,725.09,42.79,5.4,5.87,12,83.74,0.63,60.19,61.05,22.77,13,1769.6,1,356.78
Palamut (Bonito),Marmara Sea,8,734.17,39.48,6.59,4.65,6,96.78,0.6,61.89,19.12,15.26,23,3907.6,0,369.17
Palamut (Bonito),Mediterranean Sea,4,619.0,35.82,4.89,4.38,19,69.44,0.41,48.06,12.55,19.6,25,3717.99,0,180.0
Çipura (Sea Bream),Marmara Sea,4,502.72,32.05,4.08,4.08,1,100.0,0.71,50.75,53.8,20.87,12,2102.02,0,396.22
Çipura (Sea Bream),Aegean Sea,8,461.0,26.88,4.0,3.72,7,93.22,0.84,47.07,44.49,22.86,17,2143.01,1,426.31
Kalkan (Turbot),Mediterranean Sea,6,633.53,36.98,5.01,4.86,10,92.83,0.64,48.06,77.24,21.3,10,1355.88,0,317.36
İstavrit (Horse Mackerel),Marmara Sea,12,296.75,19.81,2.43,2.29,5,100.0,0.43,46.06,65.28,21.93,12,1722.92,0,284.22
Kalkan (Turbot),Aegean Sea,2,645.76,37.19,5.48,5.35,11,99.73,0.48,69.66,72.07,20.3,10,1672.75,0,280.37
Çipura (Sea Bream),Aegean Sea,1,446.42,24.48,3.51,3.83,11,84.65,0.56,49.47,70.22,21.94,14,2827.91,0,242.55
Kalkan (Turbot),Aegean Sea,8,662.36,40.42,5.1,5.62,2,100.0,0.48,56.65,38.74,14.93,21,3538.58,0,289.72
İstavrit (Horse Mackerel),Black Sea,3,203.19,14.97,2.03,1.07,10,94.65,0.38,47.88,75.13,19.03,10,699.33,0,239.67
Kalkan (Turbot),Aegean Sea,8,735.94,40.86,6.02,6.37,17,87.06,0.59,55.11,57.6,15.01,15,1994.02,0,289.89
Hamsi (Anchovy),Black Sea,4,104.59,6.47,1.06,0.61,18,95.72,0.68,32.05,55.29,16.93,13,993.65,0,256.5
Çipura (Sea Bream),Marmara Sea,3,544.11,31.08,3.94,4.55,3,100.0,0.72,46.9,27.61,18.76,20,2047.28,0,356.93
Lüfer (Bluefish),Black Sea,8,477.63,27.74,3.6,4.2,5,94.05,0.57,62.38,33.79,16.23,20,3977.14,0,239.85
Lüfer (Bluefish),Marmara Sea,6,665.49,39.13,4.21,4.83,7,100.0,0.41,62.76,66.47,17.15,10,1788.58,0,292.88
Levrek (Sea Bass),Black Sea,8,588.82,32.73,4.7,4.46,14,90.16,0.62,52.42,16.32,10.49,27,3702.37,0,269.24
Çipura (Sea Bream),Black Sea,9,496.4,28.75,4.54,3.79,13,89.79,0.7,45.1,29.85,18.4,18,3018.07,0,307.92
İstavrit (Horse Mackerel),Mediterranean Sea,4,202.92,12.75,1.81,2.41,11,99.41,0.39,26.87,49.77,21.29,13,1711.18,0,219.26
Hamsi (Anchovy),Black Sea,10,178.81,11.51,1.7,1.27,5,88.99,0.51,46.04,48.47,19.55,12,1131.49,0,249.96
Hamsi (Anchovy),Aegean Sea,7,171.13,12.3,1.37,1.64,8,100.0,0.51,46.78,7.32,18.48,26,5000.0,0,227.15
İstavrit (Horse Mackerel),Aegean Sea,2,221.91,13.04,1.74,2.15,15,69.48,0.34,37.06,35.38,13.19,19,3271.46,0,180.0
İstavrit (Horse Mackerel),Marmara Sea,9,330.59,19.47,2.81,2.59,8,100.0,0.56,36.96,67.02,15.21,10,1808.25,0,313.42
Çipura (Sea Bream),Mediterranean Sea,3,536.97,31.31,4.71,4.03,15,86.46,0.65,65.78,49.47,17.71,17,1942.81,0,332.8
Lüfer (Bluefish),Aegean Sea,4,506.91,26.41,4.06,3.88,6,100.0,0.42,41.46,16.35,21.93,22,2244.45,0,265.43
Palamut (Bonito),Aegean Sea,7,538.72,35.3,4.44,4.24,9,85.54,0.5,48.67,23.89,20.83,21,1969.86,1,248.71
Çipura (Sea Bream),Marmara Sea,2,398.34,25.24,3.38,2.95,18,80.02,0.68,57.44,69.87,13.05,10,1644.06,0,208.02
Palamut (Bonito),Mediterranean Sea,7,718.88,43.42,5.9,5.82,10,92.35,0.53,71.15,26.97,27.17,20,2803.96,0,286.71
Kalkan (Turbot),Black Sea,12,656.34,36.7,4.73,4.35,3,83.39,0.65,53.16,37.89,12.77,18,1359.98,0,338.23
Palamut (Bonito),Black Sea,2,739.65,42.2,5.25,5.51,10,93.86,0.39,61.65,37.72,12.45,16,2389.06,0,207.52
Lüfer (Bluefish),Marmara Sea,4,504.94,30.27,3.91,3.76,3,98.04,0.45,55.18,40.23,24.6,17,3289.37,0,292.98
Çipura (Sea Bream),Marmara Sea,6,354.93,20.82,3.42,2.83,16,80.9,0.85,43.99,24.36,13.1,18,2173.58,0,295.34
Hamsi (Anchovy),Aegean Sea,3,108.89,4.88,1.34,0.96,12,91.62,0.55,30.71,20.07,17.95,26,5000.0,0,180.0
Palamut (Bonito),Marmara Sea,12,657.44,35.75,5.0,5.46,14,85.12,0.36,65.06,67.15,19.0,10,1040.6,0,256.98
Çipura (Sea Bream),Aegean Sea,2,509.3,30.76,4.57,4.27,10,84.84,0.32,55.26,38.46,24.54,18,2406.92,0,222.09
Hamsi (Anchovy),Marmara Sea,9,123.84,5.28,1.54,1.78,6,91.83,0.49,41.95,14.75,15.78,26,5000.0,0,190.37
Palamut (Bonito),Aegean Sea,4,752.76,43.82,6.14,5.64,15,91.11,0.64,70.77,72.28,14.24,10,1151.36,0,283.23
Kalkan (Turbot),Marmara Sea,5,709.53,41.02,5.89,4.88,18,66.5,0.43,73.08,8.47,16.46,27,5000.0,0,180.0
İstavrit (Horse Mackerel),Aegean Sea,5,276.3,17.55,1.96,2.12,16,85.52,0.61,41.29,66.83,20.35,10,1730.43,0,186.77
Kalkan (Turbot),Mediterranean Sea,6,660.7,40.25,5.28,4.48,12,96.99,0.42,72.05,34.04,24.04,21,2511.99,0,255.04
Lüfer (Bluefish),Aegean Sea,7,673.25,37.84,5.91,4.97,9,80.37,0.35,61.48,10.97,17.08,26,2858.49,1,236.2
Palamut (Bonito),Black Sea,9,660.74,38.84,5.16,4.34,6,96.73,0.43,72.23,44.56,19.51,16,2287.95,0,296.94
Palamut (Bonito),Aegean Sea,11,663.26,38.38,5.57,4.98,6,90.12,0.67,50.14,62.78,13.28,12,1214.91,0,339.64
Çipura (Sea Bream),Aegean Sea,3,393.19,25.23,3.37,4.07,11,84.24,0.42,45.26,21.46,22.91,27,4301.59,0,192.73
Levrek (Sea Bass),Black Sea,11,576.8,33.41,3.83,4.37,2,100.0,0.66,46.91,9.07,16.15,28,3519.39,0,383.94
Kalkan (Turbot),Mediterranean Sea,12,772.43,43.28,5.89,5.67,8,100.0,0.68,72.82,54.68,27.53,11,1538.17,0,406.06
Hamsi (Anchovy),Black Sea,12,123.29,7.2,1.89,0.61,17,90.8,0.93,23.2,54.92,21.16,13,1872.16,0,268.59
Lüfer (Bluefish),Aegean Sea,8,655.62,37.59,5.14,5.06,16,85.22,0.68,58.19,54.67,17.28,12,1687.44,0,247.99
Levrek (Sea Bass),Black Sea,10,565.7,31.48,4.39,4.71,16,99.83,0.43,61.6,56.57,9.41,12,2350.23,0,184.97
Levrek (Sea Bass),Black Sea,5,601.48,33.87,4.26,4.85,15,70.1,0.73,61.9,6.97,21.92,26,2427.46,0,262.41
